image_id,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22
train_Red_winged_Blackbird_0006,0.337646,8376.116828,0.574356,0.512110,0.364592,0.513898,0.224737,0.395819,0.247129,0.224913,0.197101,0.611689,0.550180,0.367799,0.553314,0.496567,0.389358,0.624140,0.547091,0.360051,0.508282,0.454602,0.341158
train_Red_winged_Blackbird_0007,0.058655,1357.892122,0.339620,0.484572,0.319607,0.422429,0.228866,0.423651,0.244090,0.239861,0.200683,0.351219,0.473171,0.266055,0.397834,0.522051,0.332711,0.331594,0.491843,0.321686,0.277835,0.451223,0.357977
train_Red_winged_Blackbird_0008,0.094727,1664.572663,0.768841,0.687495,0.601414,0.702005,0.150719,0.373632,0.171787,0.150239,0.170010,0.769880,0.683045,0.598613,0.756272,0.655401,0.538177,0.736454,0.694637,0.661609,0.812760,0.716899,0.607257
train_Red_winged_Blackbird_0009,0.045837,759.242265,0.596401,0.498835,0.416735,0.518670,0.176985,0.394453,0.207732,0.169548,0.145494,0.464721,0.389557,0.330118,0.567315,0.481778,0.390179,0.743217,0.614389,0.521515,0.610352,0.509614,0.425126
train_Red_winged_Blackbird_0010,0.063965,2144.036500,0.619096,0.610483,0.568740,0.608288,0.333037,0.344264,0.338907,0.332479,0.326733,0.610042,0.593480,0.566209,0.450361,0.461487,0.361098,0.650166,0.637056,0.620917,0.765816,0.749909,0.726735
train_Red_winged_Blackbird_0011,0.063904,797.512400,0.537684,0.574938,0.642608,0.571483,0.140504,0.366111,0.133957,0.142515,0.178509,0.561594,0.617806,0.711722,0.542043,0.583927,0.654930,0.496244,0.509500,0.570145,0.550853,0.588519,0.633636
train_Red_winged_Blackbird_0012,0.038513,403.742038,0.464708,0.422025,0.385328,0.430413,0.187197,0.365319,0.198864,0.186194,0.171580,0.541884,0.517649,0.504031,0.309539,0.290213,0.282273,0.629060,0.566226,0.494835,0.378348,0.314010,0.260172
train_Red_winged_Blackbird_0013,0.042419,1438.093482,0.591457,0.645102,0.711004,0.636194,0.186253,0.365074,0.172450,0.189778,0.213338,0.576617,0.629695,0.695480,0.595890,0.656814,0.732737,0.539912,0.587890,0.645348,0.653408,0.706011,0.770450
train_Red_winged_Blackbird_0014,0.139771,3065.176997,0.698433,0.690996,0.620432,0.685063,0.173981,0.347503,0.176905,0.172468,0.235183,0.746382,0.738010,0.686310,0.716186,0.708841,0.699563,0.640885,0.632266,0.508914,0.690278,0.684865,0.586940
train_Red_winged_Blackbird_0015,0.106995,1912.772254,0.445090,0.511571,0.372325,0.475836,0.180370,0.384933,0.185034,0.182250,0.182746,0.434333,0.489602,0.373789,0.365746,0.449290,0.290770,0.494870,0.533059,0.443575,0.485412,0.574334,0.381168
train_Red_winged_Blackbird_0016,0.118286,1163.448292,0.679020,0.591035,0.503119,0.607414,0.122326,0.382941,0.142090,0.118528,0.098106,0.642277,0.555460,0.466106,0.720698,0.622589,0.522903,0.668384,0.584611,0.502549,0.684721,0.601478,0.520918
train_Red_winged_Blackbird_0017,0.069153,1674.480936,0.447341,0.465269,0.445577,0.457672,0.124633,0.342566,0.125292,0.126738,0.124681,0.482865,0.500334,0.485343,0.426739,0.454753,0.440425,0.468425,0.490268,0.468922,0.411334,0.415721,0.387616
train_Red_winged_Blackbird_0018,0.295105,4544.819698,0.508695,0.554601,0.264508,0.507812,0.191952,0.417683,0.218893,0.199212,0.211369,0.480619,0.557372,0.196271,0.463433,0.483780,0.274304,0.554171,0.589941,0.307835,0.536554,0.587310,0.279622
train_Red_winged_Blackbird_0019,0.189087,834.582808,0.706459,0.736136,0.523888,0.703077,0.108325,0.374341,0.118232,0.112532,0.130241,0.742722,0.792372,0.619172,0.645541,0.714069,0.469979,0.700419,0.710654,0.494544,0.737153,0.727450,0.511859
train_Red_winged_Blackbird_0020,0.274353,3121.781046,0.365884,0.349471,0.098586,0.325789,0.152077,0.449522,0.170501,0.162125,0.080831,0.351437,0.326035,0.089764,0.383153,0.371106,0.084236,0.356143,0.343048,0.107134,0.372803,0.357693,0.113209
train_Red_winged_Blackbird_0021,0.126099,2437.762984,0.586460,0.580083,0.547970,0.578346,0.251921,0.342056,0.256716,0.253122,0.244110,0.600968,0.618718,0.620827,0.583742,0.567902,0.531640,0.694117,0.683112,0.631396,0.467013,0.450599,0.408018
train_Red_winged_Blackbird_0022,0.043701,1725.455797,0.631660,0.724537,0.820996,0.707731,0.242081,0.377089,0.215617,0.247868,0.285912,0.620411,0.710938,0.808137,0.554778,0.638898,0.724747,0.628910,0.722829,0.817475,0.722542,0.825482,0.933626
train_Red_winged_Blackbird_0023,0.201904,2789.542272,0.613763,0.588345,0.514893,0.587573,0.238893,0.357462,0.239008,0.239008,0.274431,0.697264,0.703411,0.715285,0.609320,0.566500,0.438418,0.647707,0.614895,0.521841,0.500761,0.468572,0.384027
train_Red_winged_Blackbird_0024,0.078308,1332.558487,0.375276,0.336711,0.238298,0.337040,0.163408,0.394909,0.177750,0.165784,0.120898,0.407252,0.374172,0.262223,0.399435,0.367030,0.256922,0.374373,0.331993,0.230986,0.320045,0.273650,0.203063
train_Red_winged_Blackbird_0025,0.178894,1783.851147,0.503678,0.464720,0.414525,0.470663,0.156009,0.364213,0.172279,0.153611,0.157514,0.455564,0.433077,0.376363,0.459312,0.450185,0.409569,0.563557,0.498674,0.447990,0.536281,0.476946,0.424178
train_Red_winged_Blackbird_0026,0.118896,2095.927007,0.356233,0.379866,0.219118,0.354373,0.094813,0.397675,0.100765,0.096294,0.083048,0.306732,0.332336,0.175806,0.356929,0.387219,0.212381,0.392883,0.404573,0.257021,0.368389,0.395338,0.231262
train_Red_winged_Blackbird_0027,0.092590,1560.336380,0.346397,0.354747,0.343100,0.350920,0.219630,0.339717,0.221878,0.220273,0.217302,0.259131,0.278403,0.263253,0.308114,0.338372,0.279766,0.386905,0.375007,0.395717,0.431437,0.427207,0.433665
train_Red_winged_Blackbird_0028,0.083618,1688.664847,0.630127,0.636803,0.388357,0.606466,0.192898,0.384708,0.201007,0.197429,0.174251,0.631492,0.652333,0.370838,0.610218,0.621472,0.323997,0.694193,0.690973,0.464418,0.584603,0.582432,0.394176
train_Red_winged_Blackbird_0029,0.082092,1376.367492,0.675642,0.659579,0.652211,0.663513,0.145525,0.339957,0.183300,0.143487,0.180026,0.571780,0.620435,0.689152,0.530782,0.605465,0.704669,0.809882,0.694587,0.573650,0.790122,0.717828,0.641373
train_Red_winged_Blackbird_0030,0.240662,2741.152089,0.457395,0.521962,0.377745,0.486221,0.147525,0.384615,0.155792,0.153505,0.135299,0.464366,0.545926,0.372236,0.408949,0.491453,0.356148,0.465097,0.516400,0.376849,0.491168,0.534071,0.405747
train_Red_winged_Blackbird_0031,0.135864,2015.757020,0.613384,0.669995,0.650816,0.650763,0.238334,0.346395,0.235882,0.234837,0.286113,0.549131,0.601122,0.582835,0.736009,0.810746,0.847367,0.630489,0.669474,0.607351,0.537906,0.598639,0.565712
train_Red_winged_Blackbird_0032,0.114075,1870.246682,0.396010,0.496402,0.202780,0.432900,0.140366,0.453255,0.144736,0.152793,0.126659,0.427281,0.526158,0.245119,0.375279,0.476819,0.211410,0.439407,0.547161,0.220211,0.342075,0.435469,0.134381
train_Red_winged_Blackbird_0033,0.312866,4764.488995,0.595730,0.585074,0.442196,0.571949,0.176245,0.367055,0.201480,0.169509,0.212472,0.584051,0.612780,0.446227,0.541467,0.571967,0.415737,0.565745,0.535191,0.391111,0.691657,0.620360,0.515708
train_Red_winged_Blackbird_0034,0.036255,1176.641051,0.723676,0.743607,0.734303,0.736399,0.219272,0.337760,0.206666,0.222401,0.241820,0.793964,0.832288,0.838095,0.717631,0.743121,0.741784,0.669704,0.681717,0.665492,0.713407,0.717300,0.691841
train_Red_winged_Blackbird_0035,0.075012,890.700985,0.638016,0.632124,0.627211,0.633338,0.117805,0.336267,0.126622,0.119179,0.134146,0.631327,0.635234,0.655008,0.618049,0.639555,0.678638,0.638927,0.608906,0.570816,0.663760,0.644801,0.604381
train_Red_winged_Blackbird_0036,0.040955,987.286934,0.709834,0.745039,0.708449,0.730347,0.247377,0.344396,0.244231,0.255746,0.277777,0.745640,0.693777,0.660763,0.694664,0.646618,0.618974,0.747416,0.863714,0.817341,0.651616,0.776047,0.736717
train_Red_winged_Blackbird_0037,0.055359,1274.492820,0.449743,0.573924,0.478039,0.525861,0.275700,0.382181,0.242450,0.304473,0.241047,0.468211,0.618609,0.496711,0.475603,0.671759,0.512255,0.587243,0.688864,0.601985,0.267916,0.316465,0.301205
train_Red_winged_Blackbird_0038,0.096924,1977.902728,0.572793,0.577181,0.592457,0.577466,0.365325,0.340017,0.361323,0.370898,0.386686,0.609386,0.644299,0.668629,0.469904,0.457339,0.467188,0.739267,0.784386,0.812578,0.472615,0.422702,0.421431
train_Red_winged_Blackbird_0039,0.074524,688.412355,0.612719,0.550412,0.432830,0.555632,0.180722,0.383919,0.209167,0.172722,0.157335,0.559615,0.509111,0.376881,0.557380,0.517972,0.379859,0.748608,0.652355,0.540239,0.585275,0.522211,0.434341
train_Red_winged_Blackbird_0040,0.052246,737.818750,0.530486,0.558196,0.455749,0.538244,0.209718,0.361425,0.202481,0.215777,0.225576,0.481801,0.513568,0.387691,0.536695,0.547829,0.426654,0.653355,0.707484,0.657597,0.450095,0.463902,0.351053
train_Red_winged_Blackbird_0041,0.125183,4004.335325,0.536398,0.533050,0.508655,0.531253,0.265183,0.339900,0.258183,0.268206,0.296917,0.593762,0.588904,0.572278,0.595635,0.603213,0.609531,0.537656,0.516403,0.444169,0.418537,0.423679,0.408642
train_Ring_billed_Gull_0000,0.208313,2758.093443,0.502262,0.507159,0.497277,0.504575,0.213001,0.336603,0.213560,0.211427,0.224875,0.499329,0.509850,0.502861,0.496507,0.509639,0.498324,0.580711,0.584753,0.579636,0.432500,0.424392,0.408289
train_Ring_billed_Gull_0001,0.092712,1858.977657,0.528527,0.562828,0.596415,0.556402,0.217021,0.353374,0.207282,0.219645,0.234238,0.506063,0.549008,0.596740,0.546025,0.573828,0.598026,0.508771,0.545133,0.581921,0.553249,0.583344,0.608972
train_Ring_billed_Gull_0002,0.039124,615.727630,0.440685,0.461313,0.489074,0.458258,0.062722,0.351580,0.064208,0.062170,0.063121,0.460475,0.480864,0.509933,0.458076,0.477132,0.507663,0.413341,0.436574,0.462220,0.430850,0.450680,0.476477
train_Ring_billed_Gull_0003,0.074219,1091.097956,0.633709,0.633730,0.648364,0.635365,0.173691,0.338429,0.176932,0.171395,0.185725,0.603251,0.624149,0.648933,0.591096,0.595836,0.609598,0.735340,0.719735,0.732136,0.605147,0.595201,0.602789
train_Ring_billed_Gull_0004,0.048462,910.045990,0.464063,0.421919,0.397570,0.431780,0.183731,0.361546,0.169444,0.193426,0.208530,0.384378,0.306926,0.280771,0.390084,0.329105,0.294696,0.563414,0.553974,0.537987,0.518376,0.497671,0.476826
train_Ring_billed_Gull_0005,0.072449,530.320182,0.537795,0.536488,0.530086,0.536163,0.147808,0.335206,0.145588,0.148128,0.154307,0.607772,0.610084,0.607940,0.568412,0.570951,0.575070,0.492234,0.485489,0.472875,0.482760,0.479429,0.464461
train_Ring_billed_Gull_0006,0.029480,697.628047,0.774525,0.780276,0.805824,0.781327,0.138697,0.341361,0.134835,0.138693,0.149309,0.739087,0.742288,0.765253,0.821282,0.829600,0.858807,0.772831,0.776048,0.799452,0.764897,0.773166,0.799786
train_Ring_billed_Gull_0007,0.063782,1311.853226,0.323182,0.328889,0.287516,0.322477,0.185757,0.350036,0.186972,0.185372,0.187767,0.293410,0.301732,0.274762,0.440025,0.448654,0.390518,0.261682,0.265228,0.232263,0.297609,0.299943,0.252520
train_Ring_billed_Gull_0008,0.041931,1064.815040,0.332616,0.346152,0.398285,0.348171,0.120606,0.369791,0.138866,0.116523,0.105364,0.350462,0.361583,0.414566,0.387916,0.391886,0.430438,0.297674,0.312833,0.369828,0.294413,0.318305,0.378307
train_Ring_billed_Gull_0009,0.056030,573.846108,0.462964,0.448119,0.445322,0.452239,0.101652,0.341317,0.101120,0.103647,0.131110,0.462702,0.448851,0.465399,0.490254,0.474033,0.509186,0.478186,0.458243,0.425050,0.420716,0.411348,0.381652
train_Ring_billed_Gull_0010,0.104004,1113.791408,0.316523,0.280220,0.192559,0.281100,0.140236,0.401016,0.159226,0.135794,0.141073,0.293865,0.277134,0.215668,0.341285,0.313725,0.243606,0.315095,0.268125,0.159956,0.315847,0.261894,0.151006
train_Ring_billed_Gull_0011,0.077637,575.066800,0.323007,0.323071,0.316456,0.322284,0.104721,0.335646,0.113175,0.104290,0.094623,0.262799,0.274642,0.285599,0.277271,0.290564,0.305790,0.344380,0.331950,0.306210,0.407577,0.395128,0.368225
train_Ring_billed_Gull_0012,0.054810,1060.104322,0.194718,0.153747,0.132868,0.163554,0.149784,0.404539,0.160686,0.147525,0.139859,0.270161,0.202445,0.165606,0.254617,0.201900,0.174485,0.111798,0.091543,0.083920,0.142297,0.119101,0.107460
train_Ring_billed_Gull_0013,0.067322,935.202783,0.381053,0.390853,0.379144,0.386616,0.208752,0.339562,0.212026,0.207506,0.209238,0.463619,0.474863,0.463904,0.276621,0.290908,0.279981,0.420952,0.425249,0.408312,0.363021,0.372393,0.364380
train_Ring_billed_Gull_0014,0.073730,809.466957,0.424907,0.383415,0.338625,0.390775,0.148405,0.370468,0.140973,0.150141,0.164311,0.377814,0.330118,0.286410,0.480323,0.438321,0.392448,0.401897,0.361549,0.323089,0.439594,0.403672,0.352555
train_Ring_billed_Gull_0015,0.140991,1415.397743,0.458330,0.374476,0.304308,0.391554,0.197316,0.403064,0.200578,0.201042,0.188629,0.576554,0.483750,0.396560,0.436296,0.365978,0.307613,0.428912,0.333630,0.261085,0.391559,0.314546,0.251973
train_Ring_billed_Gull_0016,0.230286,2783.482636,0.573259,0.581955,0.591641,0.580454,0.159230,0.338689,0.154229,0.163089,0.166210,0.590382,0.599202,0.615083,0.533879,0.530112,0.536158,0.599810,0.611581,0.612848,0.568964,0.586924,0.602475
train_Ring_billed_Gull_0017,0.053162,1203.296401,0.249899,0.302410,0.398579,0.297654,0.116221,0.419165,0.125394,0.115887,0.103127,0.264479,0.326818,0.428954,0.286657,0.337032,0.428088,0.224137,0.276636,0.374777,0.224325,0.269153,0.362499
train_Ring_billed_Gull_0018,0.153992,1620.538168,0.628473,0.636572,0.651338,0.635821,0.100298,0.339879,0.095407,0.106231,0.095129,0.623168,0.638053,0.653930,0.593705,0.612656,0.630849,0.653702,0.645896,0.652682,0.643317,0.649684,0.667889
train_Ring_billed_Gull_0019,0.029602,559.456236,0.510077,0.574516,0.637140,0.562375,0.089498,0.370057,0.092606,0.090097,0.103858,0.508615,0.560943,0.608324,0.504440,0.567291,0.626855,0.526719,0.585016,0.649108,0.500533,0.584813,0.664273
train_Ring_billed_Gull_0020,0.092102,669.499321,0.559593,0.552448,0.535696,0.552656,0.123259,0.339613,0.123234,0.125666,0.125572,0.605355,0.608545,0.594971,0.593383,0.594824,0.572857,0.513003,0.497850,0.486128,0.526632,0.508575,0.488828
train_Ring_billed_Gull_0021,0.265442,3544.084570,0.360441,0.380409,0.311691,0.366585,0.210337,0.361420,0.214147,0.205207,0.237489,0.415222,0.444173,0.377522,0.292718,0.331644,0.263706,0.404250,0.407809,0.333788,0.329573,0.338010,0.271748
train_Ring_billed_Gull_0022,0.325684,10558.185051,0.470044,0.444211,0.419856,0.449166,0.198541,0.352328,0.204264,0.197821,0.201977,0.488729,0.478364,0.485855,0.397176,0.380510,0.369567,0.489998,0.451875,0.408180,0.504275,0.466093,0.415821
train_Ring_billed_Gull_0023,0.045898,616.790292,0.696484,0.689388,0.652636,0.687372,0.103493,0.341663,0.106095,0.103540,0.106468,0.728441,0.721220,0.679987,0.688862,0.679680,0.641181,0.694842,0.689156,0.653294,0.673790,0.667498,0.636081
train_Ring_billed_Gull_0024,0.172485,1726.779261,0.691305,0.654508,0.568657,0.655729,0.139040,0.361095,0.118411,0.142219,0.202019,0.732739,0.729251,0.691923,0.725262,0.722410,0.688515,0.632325,0.560941,0.427583,0.674895,0.605429,0.466607
train_Ring_billed_Gull_0025,0.074158,1774.711661,0.386872,0.359189,0.307776,0.361653,0.131242,0.367108,0.138131,0.130952,0.123100,0.379233,0.354344,0.308931,0.403571,0.388100,0.351900,0.355523,0.322460,0.264328,0.409160,0.371852,0.305946
train_Ring_billed_Gull_0026,0.049316,529.557607,0.451869,0.492649,0.532231,0.484955,0.137103,0.360407,0.137493,0.137566,0.143896,0.440560,0.485970,0.539869,0.532044,0.568155,0.604335,0.404451,0.439937,0.473052,0.430423,0.476533,0.511670
train_Ring_billed_Gull_0027,0.062805,563.325964,0.364510,0.386428,0.533046,0.396600,0.098910,0.415150,0.133476,0.094197,0.089986,0.379757,0.421575,0.578568,0.394570,0.434902,0.600017,0.335468,0.341792,0.472357,0.348245,0.347445,0.481242
train_Ring_billed_Gull_0028,0.159058,2347.139971,0.456979,0.456953,0.464320,0.457784,0.147434,0.336890,0.120815,0.155074,0.193961,0.531638,0.572489,0.603047,0.472839,0.496154,0.520030,0.407673,0.369927,0.347827,0.415766,0.389242,0.386375
train_Ring_billed_Gull_0029,0.058838,723.296766,0.587065,0.618531,0.632634,0.610706,0.177723,0.344154,0.167146,0.177682,0.206555,0.681256,0.718528,0.751667,0.701384,0.742225,0.779313,0.464730,0.487177,0.475152,0.500891,0.526192,0.524405
train_Ring_billed_Gull_0030,0.020386,205.716392,0.447509,0.454746,0.442251,0.451136,0.073445,0.338226,0.077065,0.072537,0.073701,0.455160,0.464467,0.456307,0.475733,0.479266,0.465926,0.422197,0.432354,0.420908,0.436947,0.442898,0.425862
train_Ring_billed_Gull_0031,0.053955,632.176288,0.376980,0.378794,0.257684,0.364435,0.155077,0.373764,0.158329,0.153110,0.177329,0.365788,0.364229,0.263276,0.326514,0.352722,0.208727,0.356601,0.349209,0.272423,0.459018,0.449015,0.286309
train_Ring_billed_Gull_0032,0.149536,1161.216857,0.631473,0.662854,0.644602,0.651369,0.230357,0.341866,0.232936,0.226640,0.244690,0.719711,0.752470,0.745793,0.711537,0.741848,0.735885,0.590637,0.621489,0.597215,0.504007,0.535607,0.499516
train_Ring_billed_Gull_0033,0.144226,2905.729942,0.484921,0.565147,0.594634,0.544513,0.196584,0.361545,0.196483,0.201423,0.222619,0.528995,0.648570,0.708817,0.533583,0.664853,0.733015,0.357988,0.356850,0.327295,0.519119,0.590313,0.609409
train_Ring_billed_Gull_0034,0.052246,518.063883,0.482910,0.469017,0.458610,0.471996,0.124339,0.342359,0.126636,0.124493,0.134397,0.511410,0.492484,0.466126,0.533549,0.515373,0.494709,0.408355,0.407420,0.424568,0.478325,0.460789,0.449037
train_Ring_billed_Gull_0035,0.121338,682.005054,0.504014,0.469770,0.436632,0.476217,0.200346,0.357351,0.187161,0.208615,0.237041,0.544072,0.487816,0.459004,0.571984,0.527077,0.488733,0.473386,0.466432,0.443240,0.426613,0.397755,0.355552
train_Ring_billed_Gull_0036,0.035767,695.260676,0.585126,0.585975,0.518350,0.578026,0.093907,0.346844,0.083016,0.096101,0.117595,0.626314,0.634629,0.571071,0.594134,0.593414,0.516904,0.563312,0.560631,0.487827,0.556743,0.555227,0.497597
train_Ring_billed_Gull_0037,0.148438,1367.723811,0.414594,0.424944,0.415501,0.420767,0.160689,0.338590,0.160347,0.160494,0.171853,0.379798,0.402306,0.383202,0.396126,0.412520,0.403590,0.445023,0.446060,0.431020,0.437427,0.438891,0.444193
train_Ring_billed_Gull_0038,0.058716,581.954919,0.450075,0.500848,0.653016,0.503071,0.090140,0.407133,0.095130,0.089690,0.095135,0.522223,0.571600,0.719355,0.452556,0.509317,0.672507,0.420626,0.473396,0.626545,0.404893,0.449080,0.593655
train_Ring_billed_Gull_0039,0.159241,1210.564878,0.446680,0.496442,0.565163,0.489400,0.138435,0.374705,0.146250,0.141012,0.208370,0.416266,0.478312,0.563705,0.491891,0.597493,0.738276,0.407717,0.429254,0.464113,0.470848,0.480710,0.494556
train_Ring_billed_Gull_0040,0.042786,465.332274,0.593684,0.600943,0.610505,0.599916,0.094652,0.338205,0.102307,0.093145,0.088906,0.542667,0.564241,0.586348,0.555740,0.576215,0.599343,0.675118,0.665573,0.656886,0.601212,0.597744,0.599442
train_Ring_billed_Gull_0041,0.046631,1296.434630,0.600396,0.614305,0.647170,0.613903,0.296444,0.347591,0.288158,0.297063,0.316315,0.748190,0.763074,0.803558,0.758285,0.776703,0.823461,0.477984,0.485539,0.501823,0.417125,0.431904,0.459836
train_Song_Sparrow_0000,0.136292,2668.066672,0.582034,0.542536,0.450503,0.543875,0.158618,0.369528,0.160042,0.162170,0.185145,0.556849,0.530629,0.519211,0.624747,0.592193,0.451448,0.534918,0.484411,0.407415,0.611620,0.562910,0.423939
train_Song_Sparrow_0001,0.174500,1905.952213,0.421453,0.413037,0.334883,0.406638,0.184202,0.360410,0.177792,0.187304,0.205666,0.344266,0.345711,0.235380,0.443022,0.464347,0.395790,0.379298,0.338354,0.257257,0.519227,0.503736,0.451104
train_Song_Sparrow_0002,0.151855,2936.761901,0.489958,0.481006,0.474336,0.482912,0.203702,0.339001,0.204758,0.204485,0.203893,0.520890,0.515796,0.518853,0.524639,0.521009,0.530782,0.517220,0.501871,0.488691,0.397084,0.385350,0.359017
train_Song_Sparrow_0003,0.188721,4775.303555,0.544869,0.660382,0.763931,0.637636,0.217730,0.387943,0.165975,0.234837,0.280608,0.532971,0.652866,0.758105,0.554199,0.682050,0.800569,0.513810,0.607672,0.689501,0.578497,0.698940,0.807551
train_Song_Sparrow_0004,0.050232,783.091782,0.700683,0.615901,0.297939,0.605009,0.104200,0.433987,0.127327,0.104330,0.081727,0.783381,0.681344,0.336012,0.713480,0.621588,0.314742,0.695825,0.597893,0.305005,0.610046,0.562781,0.235997
train_Song_Sparrow_0005,0.096558,3035.807358,0.682254,0.661460,0.554986,0.655613,0.253199,0.359327,0.249049,0.260310,0.254632,0.716813,0.690255,0.607029,0.682120,0.648154,0.456178,0.696947,0.687064,0.658959,0.633137,0.620368,0.497778
train_Song_Sparrow_0006,0.098145,2078.895730,0.506295,0.583120,0.656284,0.568415,0.168634,0.375943,0.116514,0.184764,0.252180,0.525690,0.641397,0.748344,0.504272,0.573315,0.632942,0.511431,0.588793,0.664316,0.483789,0.528973,0.579535
train_Song_Sparrow_0007,0.142395,2625.323848,0.748760,0.701023,0.599204,0.703541,0.237567,0.365429,0.219262,0.237750,0.317853,0.902863,0.882086,0.859684,0.861818,0.836635,0.811371,0.612677,0.490014,0.290550,0.617683,0.595358,0.435209
train_Song_Sparrow_0008,0.149414,3091.357503,0.802620,0.708374,0.620189,0.726597,0.217642,0.376608,0.216352,0.221757,0.222458,0.885583,0.756892,0.617690,0.882556,0.813100,0.748217,0.619955,0.525179,0.445927,0.822386,0.738324,0.668920
train_Song_Sparrow_0009,0.072571,1120.064683,0.418590,0.400304,0.342149,0.399139,0.176588,0.360529,0.183319,0.177742,0.163041,0.476841,0.459481,0.370511,0.556765,0.539382,0.469912,0.328708,0.307893,0.265040,0.312045,0.294458,0.263135
train_Song_Sparrow_0010,0.271240,4754.737700,0.507965,0.491688,0.474898,0.494642,0.255700,0.344488,0.239096,0.260747,0.294392,0.538366,0.516289,0.482696,0.580346,0.579917,0.584116,0.594489,0.587389,0.584932,0.318660,0.283155,0.247849
train_Song_Sparrow_0011,0.091614,1917.628914,0.643620,0.572160,0.468425,0.581707,0.119130,0.382151,0.126808,0.118954,0.109885,0.634748,0.554522,0.455781,0.630947,0.569959,0.451011,0.663645,0.586252,0.497320,0.645139,0.577905,0.469590
train_Song_Sparrow_0012,0.325806,5145.733552,0.401678,0.340600,0.230640,0.346342,0.212486,0.412859,0.224093,0.218342,0.192228,0.338874,0.331777,0.221524,0.416639,0.331242,0.258674,0.396888,0.324996,0.208245,0.454309,0.374385,0.234116
train_Song_Sparrow_0013,0.200928,3279.037087,0.670244,0.689709,0.607434,0.674538,0.224292,0.350571,0.203495,0.222277,0.320807,0.646397,0.660772,0.541497,0.760349,0.790622,0.824145,0.595071,0.608577,0.462393,0.679158,0.698864,0.601701
train_Song_Sparrow_0014,0.092285,1458.881205,0.358155,0.437129,0.619517,0.434066,0.151972,0.437883,0.117949,0.155347,0.253808,0.369284,0.454145,0.661293,0.394598,0.479909,0.680681,0.327748,0.398644,0.554473,0.340992,0.415817,0.581621
train_Song_Sparrow_0015,0.059448,639.239466,0.258156,0.269986,0.248634,0.264120,0.093308,0.347573,0.091613,0.094520,0.099898,0.225626,0.234747,0.209431,0.283052,0.297229,0.271704,0.226732,0.236130,0.211188,0.297214,0.311838,0.302212
train_Song_Sparrow_0016,0.169861,4910.580190,0.315070,0.305506,0.274154,0.304759,0.253285,0.352140,0.271806,0.247650,0.240640,0.124377,0.134888,0.112082,0.216263,0.203231,0.160463,0.400856,0.398896,0.377074,0.518785,0.485010,0.446998
train_Song_Sparrow_0017,0.069885,1036.654296,0.576267,0.486733,0.427732,0.507031,0.138779,0.386566,0.157609,0.135064,0.112802,0.618565,0.527824,0.468400,0.640889,0.541409,0.473460,0.535230,0.447448,0.391181,0.510382,0.430250,0.377886
train_Song_Sparrow_0018,0.303772,4063.142158,0.268093,0.453780,0.273234,0.377674,0.098227,0.456011,0.100535,0.106977,0.112956,0.285903,0.491734,0.303758,0.240178,0.458718,0.259169,0.278632,0.445501,0.272012,0.267659,0.419166,0.257997
train_Song_Sparrow_0019,0.129700,1863.365011,0.707280,0.598002,0.428946,0.611415,0.172955,0.407836,0.175070,0.175886,0.173026,0.805577,0.687707,0.509327,0.697298,0.603884,0.421573,0.745254,0.630691,0.456887,0.580991,0.469726,0.327999
train_Song_Sparrow_0020,0.124573,2113.780667,0.708541,0.649784,0.522181,0.652799,0.153846,0.376782,0.152285,0.154553,0.193021,0.762018,0.684711,0.555286,0.772621,0.726521,0.667802,0.632471,0.564302,0.373154,0.667055,0.623600,0.492482
train_Song_Sparrow_0021,0.174988,2151.906242,0.426443,0.401984,0.372661,0.405953,0.204262,0.355047,0.209653,0.204609,0.196209,0.420239,0.389795,0.361108,0.473063,0.446406,0.417290,0.394870,0.369757,0.339400,0.417598,0.401977,0.372846
train_Song_Sparrow_0022,0.065857,980.017460,0.684012,0.640742,0.598147,0.648982,0.138845,0.355719,0.135258,0.140418,0.147937,0.656792,0.607252,0.548651,0.785468,0.750443,0.717016,0.590355,0.557436,0.536195,0.703434,0.647835,0.590726
train_Song_Sparrow_0023,0.088501,1577.021385,0.642104,0.532271,0.390216,0.548944,0.169297,0.410397,0.182678,0.168704,0.155755,0.662288,0.523600,0.372460,0.668260,0.528174,0.353782,0.658481,0.577600,0.453426,0.579389,0.499711,0.381198
train_Song_Sparrow_0024,0.143738,2657.240670,0.664715,0.556121,0.432798,0.574540,0.156971,0.401972,0.163284,0.159340,0.144771,0.688100,0.575240,0.432665,0.667592,0.557307,0.449651,0.620013,0.504541,0.375206,0.683154,0.587396,0.473669
train_Song_Sparrow_0025,0.075867,1066.667336,0.355919,0.394871,0.378201,0.381369,0.177448,0.349756,0.218731,0.168138,0.132933,0.304275,0.357655,0.353586,0.257883,0.322856,0.330927,0.504052,0.506902,0.464363,0.357467,0.392070,0.363928
train_Song_Sparrow_0026,0.103149,978.273410,0.386453,0.412393,0.381461,0.401095,0.233955,0.349395,0.271942,0.223578,0.239018,0.199597,0.280273,0.271918,0.289456,0.330223,0.291117,0.513983,0.494301,0.451198,0.542774,0.544774,0.511612
