image_id,hog_pca_0,hog_pca_1,hog_pca_2,hog_pca_3,hog_pca_4,hog_pca_5,hog_pca_6,hog_pca_7,hog_pca_8,hog_pca_9,hog_pca_10,hog_pca_11,hog_pca_12,hog_pca_13,hog_pca_14,hog_pca_15,hog_pca_16,hog_pca_17,hog_pca_18,hog_pca_19,hog_pca_20,hog_pca_21,hog_pca_22,hog_pca_23,hog_pca_24,hog_pca_25,hog_pca_26,hog_pca_27,hog_pca_28,hog_pca_29,hog_pca_30,hog_pca_31,hog_pca_32,hog_pca_33,hog_pca_34,hog_pca_35,hog_pca_36,hog_pca_37,hog_pca_38,hog_pca_39,hog_pca_40,hog_pca_41,hog_pca_42,hog_pca_43,hog_pca_44,hog_pca_45,hog_pca_46,hog_pca_47,hog_pca_48,hog_pca_49,hog_pca_50,hog_pca_51,hog_pca_52,hog_pca_53,hog_pca_54,hog_pca_55,hog_pca_56,hog_pca_57,hog_pca_58,hog_pca_59,hog_pca_60,hog_pca_61,hog_pca_62,hog_pca_63,hog_pca_64,hog_pca_65,hog_pca_66,hog_pca_67,hog_pca_68,hog_pca_69,hog_pca_70,hog_pca_71,hog_pca_72,hog_pca_73,hog_pca_74,hog_pca_75,hog_pca_76,hog_pca_77,hog_pca_78,hog_pca_79,hog_pca_80,hog_pca_81,hog_pca_82,hog_pca_83,hog_pca_84,hog_pca_85,hog_pca_86,hog_pca_87,hog_pca_88,hog_pca_89,hog_pca_90,hog_pca_91,hog_pca_92,hog_pca_93,hog_pca_94,hog_pca_95,hog_pca_96,hog_pca_97,hog_pca_98,hog_pca_99
train_Song_Sparrow_0029,-1.473562,-0.464673,0.338266,0.263743,0.322980,0.204215,0.750969,0.776282,-0.292573,-0.975246,0.753232,-0.508121,0.201349,-0.031127,0.006738,-0.118978,0.876838,-0.061399,0.114844,0.190814,-0.569740,0.802871,0.032948,0.291857,-0.320795,0.076712,-0.107891,0.076035,0.323631,0.369764,0.167360,-0.015478,-0.108452,-0.469149,-0.441010,-0.803910,0.239853,0.073206,0.367215,0.364762,0.159931,-0.017947,1.082975,0.065696,-0.667213,0.674123,0.139289,-0.273940,0.073696,-0.223376,-0.807355,0.419354,-0.342605,0.241926,0.260648,-0.419257,0.176166,0.234565,0.090694,0.098420,-0.256552,-0.090420,-0.543842,0.089971,0.367721,-0.235708,-0.157024,-0.239599,-0.288164,-0.222625,-0.256518,-0.564625,0.070993,-0.030057,0.062157,-0.086548,0.041384,0.369497,-0.385253,-0.166677,-0.330779,-0.019137,-0.222718,0.052478,-0.098206,0.194038,-0.154698,0.045348,0.126812,-0.275345,0.166480,0.037674,0.032931,0.032065,0.331039,-0.143738,-0.001801,-0.068761,0.156350,0.071856
train_Song_Sparrow_0030,1.445569,-0.525653,1.308501,-1.221107,1.047860,-0.405746,-1.017998,0.224980,-0.729781,0.025991,0.655838,0.999885,-0.266288,-0.375516,0.040178,-0.024309,0.751391,0.050074,-0.785772,0.030329,0.081216,-0.462736,0.571727,0.204942,0.122289,-0.644275,0.034349,-0.057788,0.133634,0.096969,-0.004936,0.014951,-0.261576,0.012163,0.672939,0.085825,0.345044,0.049385,-0.468682,-0.276696,-0.028840,0.064045,-0.239714,0.147386,-0.064203,-0.102942,0.260181,-0.213673,0.343036,-0.019664,0.178195,0.128767,-0.238677,-0.031414,-0.255505,-0.497211,0.305833,-0.401891,0.014266,0.223942,0.435315,-0.045737,0.301384,0.314416,-0.043475,-0.519185,0.043415,0.268423,0.364038,-0.155389,0.333447,0.059040,0.084769,-0.336834,0.338972,0.061341,-0.175151,0.356126,-0.430016,0.141993,-0.157074,-0.403509,-0.033403,-0.006518,-0.232392,0.282359,0.240057,-0.188456,0.217999,0.290967,-0.093217,0.343240,-0.131249,0.178137,0.358069,-0.076713,0.183189,-0.042520,-0.028511,0.153646
train_Song_Sparrow_0031,0.980706,-1.495948,0.943488,-0.426692,-0.112903,-1.251174,0.223003,-0.509716,-0.197890,-0.348764,0.384249,0.115955,0.500238,1.001409,-0.132993,0.234372,0.871598,-0.286308,-0.611588,0.875762,0.303431,-0.303321,0.549231,-0.394316,0.769202,-0.080045,-0.260007,0.720392,0.023870,0.422197,0.219411,0.378214,-0.359919,0.213538,0.097900,-0.264271,-0.240213,-0.204493,0.026357,0.513871,0.169671,0.668567,0.409366,-0.042739,0.431072,0.949899,-0.106987,-0.695379,0.106349,0.109234,-0.205588,-0.049413,0.346359,-0.276689,-0.206405,0.171000,-0.084802,-0.196169,0.181636,-0.232563,0.022524,-0.428182,-0.514361,0.183387,0.170691,0.095585,0.444965,-0.135511,0.399183,-0.018278,0.210811,-0.181902,0.780029,0.008796,-0.148210,-0.317832,-0.075420,-0.038438,0.045091,0.056749,-0.313448,0.311880,-0.325841,0.056781,0.356552,0.351766,-0.188577,0.036182,0.428063,0.079542,0.259701,0.027345,0.044307,-0.527121,-0.309346,-0.042893,0.061722,-0.053125,0.078753,0.293026
train_Song_Sparrow_0032,-0.629113,0.498509,-0.267617,0.562339,-0.377647,-0.797012,-0.688004,-0.113183,0.674617,1.097745,-0.408828,0.551434,-0.058460,0.501291,-0.190839,-0.532386,0.965055,0.175900,0.408088,0.374156,-0.116444,0.106073,-0.930578,0.010815,0.899019,-0.522158,-0.014193,0.280691,-0.495613,-0.166528,-0.304292,-0.052848,-0.108125,-0.543969,-0.407795,0.497829,0.239067,0.288910,0.322796,-0.400781,0.764932,-0.131796,0.480542,-0.185247,-0.204905,-0.053043,-0.245394,-0.413912,0.103168,0.607316,0.117276,0.292499,-0.128691,0.296797,-0.699255,0.251405,0.079138,-0.262737,-0.156432,0.158896,-0.223228,0.294543,0.311350,-0.055331,-0.659272,-0.329320,-0.232753,0.125690,0.037543,-0.068175,-0.160823,0.076417,-0.456003,0.022041,-0.091122,-0.033313,0.178249,0.029687,-0.011885,0.134988,0.105118,-0.185943,0.306996,0.142852,0.347766,0.055090,-0.285860,-0.192664,-0.140755,-0.110612,0.160066,0.117324,-0.167839,0.157789,0.275240,-0.250622,0.048136,-0.189374,-0.204628,0.186305
train_Song_Sparrow_0033,-0.741909,0.141062,0.277943,-0.575245,0.397933,0.054410,-0.469987,1.075598,0.729479,-1.106592,-0.072682,0.314320,-0.127401,-0.574169,-0.329165,-0.311498,-0.237064,-0.626402,0.884088,0.219093,-0.046436,0.471045,-0.158580,-0.126038,-0.078057,-0.211056,-0.578929,-0.601694,0.244348,0.191479,-0.199880,0.215206,-0.303349,0.142534,-0.336277,-0.144253,-0.539577,-0.534169,0.049697,0.172516,-0.297703,0.584347,-0.641039,0.143523,0.282269,0.627436,-0.257429,0.134365,-0.169934,0.043391,0.080487,-0.037229,0.479526,0.300370,0.086974,-0.024539,0.533355,-0.045088,0.091408,0.048322,0.096630,0.091335,-0.180761,-0.048204,-0.003409,-0.016167,-0.318858,-0.137607,-0.256502,-0.179155,0.086077,-0.181472,-0.362494,0.104796,-0.217251,-0.195613,-0.422495,-0.494501,0.114044,0.310347,0.020883,-0.046219,0.124240,-0.419581,-0.255280,0.007117,0.088410,-0.424847,0.221674,-0.473580,0.189503,-0.307056,-0.065571,-0.404406,0.205521,0.207921,-0.422222,-0.059283,0.050292,0.198130
train_Song_Sparrow_0034,0.555966,-0.469167,0.479267,1.577243,1.355197,0.566586,-0.209193,-0.479102,0.210481,0.071735,-0.416074,-0.805503,0.013496,0.316644,0.081952,-0.949984,-0.188104,0.035400,0.374129,-0.053132,-0.078113,0.369762,0.310567,0.101689,0.205442,0.134496,-0.003454,-0.039498,-0.201933,0.272241,0.043231,0.066434,-0.095624,0.156186,-0.017295,0.647056,0.085643,-0.437116,-0.076333,-0.144166,0.091659,0.146262,-0.392471,0.174168,0.210762,-0.066927,-0.067097,0.023978,-0.089615,-0.003114,-0.132648,-0.166670,0.139899,-0.148757,-0.270447,-0.214706,-0.230128,-0.203162,0.149150,0.198907,-0.212014,-0.177612,-0.193449,0.011753,-0.135904,-0.017345,0.173336,-0.335308,0.114101,-0.149595,0.068001,-0.217829,0.113354,-0.263313,0.015604,-0.009667,0.272085,-0.042526,0.108201,0.302924,0.022237,-0.066023,0.132160,-0.105313,-0.010090,0.139456,0.176919,-0.046362,0.143261,-0.084437,-0.244036,0.167329,0.218583,0.099599,-0.134260,0.076069,0.002361,-0.021231,-0.312973,-0.021821
train_Song_Sparrow_0035,-0.806947,-1.085819,-0.591336,0.370255,0.225976,0.057285,0.144320,-0.542745,0.133796,0.048863,-0.343275,-0.112968,0.153866,-0.178090,0.373273,-0.173908,0.147513,0.168971,0.142192,-0.181842,-0.257254,-0.208632,0.074773,0.119548,0.218526,-0.051803,0.383790,-0.321539,0.052682,-0.049342,-0.020061,-0.133462,-0.269754,-0.192725,0.272398,-0.122658,-0.054084,0.314745,0.257127,0.075554,0.038264,-0.036055,-0.173914,-0.045551,-0.107788,0.373725,-0.108637,0.204225,0.276426,-0.042329,0.141705,-0.063782,0.086546,-0.194963,0.119889,0.016148,-0.081411,-0.103309,-0.286480,0.081105,-0.054321,0.007818,-0.035249,0.059258,0.122238,-0.085612,0.302623,0.203122,0.039280,-0.055025,0.052490,0.052414,-0.192665,0.219561,-0.006998,0.019720,0.231163,0.078826,0.004441,-0.125843,0.173113,0.031143,0.137237,-0.172105,0.128677,0.087824,0.015010,-0.088474,-0.033337,-0.269679,0.010297,0.073169,-0.127665,0.033660,-0.007188,-0.039716,-0.008969,-0.168636,0.061580,0.014625
train_Song_Sparrow_0036,0.526296,0.771176,-0.475526,0.764329,1.241467,-0.117780,0.907508,0.148125,0.776437,-1.133920,0.592986,0.773001,-0.363377,-0.167514,0.014872,1.093123,0.794681,0.830277,0.266294,0.151853,-0.018149,0.501413,-0.016157,-0.126204,0.314012,-0.213391,0.244809,-0.493670,0.291323,0.372703,-1.060560,-0.067227,0.708177,0.325120,-0.353375,-0.154481,0.503652,-0.269798,0.256930,-0.838204,-0.256565,-0.749913,-1.002495,0.131894,-0.620240,-0.106532,-0.069789,-0.513671,0.466433,0.261432,0.195955,0.123462,0.071087,-0.228741,0.015456,0.368822,0.054351,-0.442785,-0.298282,-0.348795,0.007913,-0.446689,-0.323180,-0.090140,-0.170570,-0.078761,0.216477,-0.255748,-0.124922,-0.121001,0.423649,-0.060958,0.513547,0.159745,-0.147616,-0.332149,0.608979,0.165451,0.024582,0.063578,-0.272784,-0.066840,-0.059444,-0.115685,0.011765,-0.238033,0.086840,-0.173101,0.106957,0.258128,0.313082,-0.235925,0.145671,-0.478499,-0.191123,0.106035,-0.165043,0.085265,0.151040,-0.225806
train_Song_Sparrow_0037,0.565201,-0.514009,0.218473,-0.267520,1.447815,0.927680,0.497718,-0.617825,0.013106,-0.195620,-1.332347,-0.678764,0.032959,0.471903,0.122115,-0.273454,-0.076443,-1.123885,-0.063673,0.066307,-0.303540,0.836091,0.163588,-0.033742,-0.041372,-0.129208,-0.029454,0.610631,-0.040415,-0.645085,0.243898,0.064563,0.114634,0.408701,0.020930,0.354106,-0.278218,0.572542,-0.348346,0.037453,0.281759,0.327471,0.267198,-0.101936,0.290471,0.085356,-0.432584,-0.136925,-0.523002,0.150758,-0.371739,0.040142,0.384317,0.073821,0.185140,-0.381160,-0.227563,-0.532538,0.319491,0.273992,0.223727,0.055245,-0.004347,0.211034,-0.255595,-0.229581,-0.196710,0.191907,0.157903,-0.313420,0.125152,0.061025,0.107117,0.099105,0.216371,-0.727912,0.026883,-0.127025,0.310391,0.157184,-0.145574,0.397124,-0.233981,-0.019335,0.022068,-0.003273,0.056020,-0.145706,0.432455,0.207252,-0.306839,0.026607,-0.124274,0.284037,0.106078,-0.004396,-0.143805,0.136733,-0.187418,0.036436
train_Song_Sparrow_0038,-1.456533,-0.193425,-0.321073,0.122273,-0.523846,0.389375,0.171551,0.245026,0.282992,-0.249780,-0.538481,-0.470021,0.152156,-0.464629,0.734771,0.094834,-0.224792,0.244845,-0.478088,0.232072,-0.196697,0.183211,0.487811,-0.025230,-0.259279,0.358819,-0.113741,-0.179685,-0.173306,-0.078134,0.222199,0.481411,-0.339334,-0.229847,0.346828,-0.148449,0.042512,0.103101,0.313240,-0.375596,0.341655,-0.053370,-0.121897,0.210630,0.246259,0.078031,0.230936,0.241645,0.048769,0.214301,-0.079569,-0.316618,0.249489,-0.281000,-0.510970,0.146423,0.225035,0.018144,0.159609,-0.147573,-0.025135,-0.266044,0.325822,-0.181871,-0.119980,-0.265889,-0.107484,-0.108755,0.015768,0.010486,-0.182559,0.146913,-0.278451,0.209459,-0.018837,-0.070017,0.146155,0.276723,-0.201228,0.406458,0.402388,-0.011804,0.265662,-0.138925,0.150311,-0.080900,0.140369,0.220846,-0.202410,-0.048391,-0.001481,-0.225915,-0.059978,-0.024740,-0.164415,0.020501,0.074374,-0.017565,0.030869,0.087477
train_Song_Sparrow_0039,-0.906600,1.253149,-1.101035,0.113940,0.669468,0.033516,-0.799276,-0.614001,-0.071248,0.117921,0.067114,0.786918,0.130642,0.330093,-0.318214,-0.441399,-0.978859,0.116426,0.219291,-0.732465,-0.207382,0.328570,0.311026,-0.171513,0.141341,-0.369805,-0.203541,0.020336,-0.379621,0.027616,-0.675912,0.613150,0.201924,-0.217580,-0.168508,-0.015644,-0.059744,-0.259600,0.235063,-0.607543,0.102736,-0.015087,0.214338,0.091642,-0.143379,0.126226,0.420203,-0.335162,-0.105442,-0.207155,-0.191254,-0.109852,-0.144366,0.322411,-0.127707,-0.129963,0.202979,0.214254,-0.183177,-0.302223,0.092595,0.142016,-0.321217,-0.395068,0.379965,0.033499,0.108671,0.506894,0.108115,-0.281815,0.188328,-0.029112,-0.102058,0.184817,0.030369,-0.004601,-0.201819,-0.078349,0.355703,0.444710,-0.149292,0.133308,0.195236,0.152818,-0.174460,-0.062084,-0.010025,-0.114881,-0.002563,0.330185,-0.076470,0.260705,0.075592,0.098794,0.178549,-0.200364,-0.122199,0.014360,-0.045837,0.013876
train_Song_Sparrow_0040,-0.586774,0.199821,-1.080983,0.193158,0.722869,-0.016979,-0.668714,0.219079,0.460965,-0.309776,-0.532743,-0.345220,-0.077738,-0.212492,-0.065958,-0.366136,-0.066670,-0.088375,-0.170050,0.344272,0.248791,-0.023488,0.066264,0.285832,0.087559,-0.047537,-0.007374,-0.225162,0.013790,-0.041710,-0.114166,0.110456,0.157126,0.306089,-0.110003,0.337021,0.047946,-0.108314,0.026016,-0.005777,0.192924,-0.086394,0.096301,0.072044,0.007943,0.141157,0.085276,0.082122,-0.183066,0.059709,0.294901,-0.040281,0.117778,-0.141820,0.025308,-0.065137,-0.096687,0.180748,0.126224,-0.169752,-0.254500,-0.085857,-0.224874,-0.129838,-0.077197,-0.045853,0.271700,-0.016146,-0.126741,0.032108,0.138105,-0.317751,-0.034853,0.137466,-0.065612,-0.056316,0.254240,0.103062,-0.068040,0.147695,-0.035626,0.127497,0.081373,0.193631,-0.062556,0.022355,-0.007684,0.107703,0.017130,0.108959,-0.137172,0.106418,0.073736,-0.015721,-0.048712,-0.088307,0.326387,0.343079,-0.044722,-0.101987
train_Song_Sparrow_0041,-0.685027,-0.867356,-0.179450,0.681846,-0.167140,-0.348552,-0.311182,0.082385,0.006427,0.200434,-0.036643,-0.178488,-0.034856,0.138380,0.020952,-0.192799,-0.062250,-0.197117,0.172656,0.176701,-0.190735,-0.200285,0.180601,-0.153330,0.068166,0.149765,0.086952,-0.120734,-0.102233,-0.144675,0.257243,-0.108484,-0.089711,0.101593,0.058473,-0.106434,0.016773,0.000969,-0.311703,0.185895,0.017537,-0.047955,-0.190957,0.033527,-0.009639,0.018671,-0.115393,-0.085041,0.275686,-0.068656,0.084266,-0.084793,-0.086139,0.069624,0.027412,-0.002250,0.090346,-0.123145,-0.086865,0.141785,0.055445,-0.110804,0.061978,0.222333,0.166061,-0.062689,0.198088,-0.051292,0.079274,-0.121308,-0.203222,-0.032523,-0.067612,-0.128931,0.036894,0.116851,-0.025861,-0.111399,0.266806,0.091054,-0.061803,-0.022787,-0.008383,-0.027397,-0.007893,0.063882,-0.067716,-0.246034,-0.091870,-0.067073,0.018649,0.059652,0.048542,0.178510,0.024232,-0.237285,0.026287,0.021988,-0.073035,-0.115163
train_Wilson_Warbler_0000,0.890552,-1.233845,-0.049671,-0.166091,0.255721,-0.289141,0.616557,-0.417312,-0.188027,0.060999,-0.572645,-0.100784,0.127121,0.186243,-0.592118,-0.041473,0.245656,-0.391331,0.007915,0.281939,0.284932,-0.266111,-0.404945,-0.181533,1.190535,0.492282,-0.028916,-0.091153,-0.055056,-0.428080,-0.033838,0.521380,-0.542855,0.117907,0.444773,0.254288,-0.065985,0.064362,-0.324613,0.061585,0.169570,-0.220886,-0.150589,0.021796,-0.060363,-0.094152,0.225341,0.311962,0.261869,0.328666,0.281159,-0.246950,-0.024070,0.245608,0.321479,-0.286482,0.077878,-0.186804,0.132792,0.020407,0.135690,0.190177,-0.181445,0.083394,0.037709,0.344385,0.342267,-0.052560,0.201955,0.379961,-0.103368,-0.399305,0.107850,0.316038,0.177016,-0.348477,-0.323798,-0.437120,0.110597,-0.419702,0.012077,-0.375916,-0.061118,0.031845,0.241953,-0.320703,0.082397,-0.035753,-0.280932,-0.057231,0.323150,0.074348,-0.141204,-0.064156,0.235282,0.043492,-0.442521,0.133756,-0.247799,0.147942
train_Wilson_Warbler_0001,0.816576,0.656043,-1.032655,0.346333,0.404105,-0.342365,-0.632259,-0.240616,0.221108,-0.431149,0.431792,-0.687045,0.156827,0.239847,-0.127283,-0.221908,0.041953,0.317996,-0.252489,-0.084990,0.366180,-0.406663,-0.125644,-0.158637,-0.045539,-0.082816,-0.182812,-0.131801,0.031997,0.196054,0.059730,0.262453,-0.177941,-0.104616,-0.283590,0.122202,-0.026434,-0.135146,0.043256,-0.005354,0.312370,-0.237733,-0.162513,0.100179,0.012962,0.114053,0.421148,-0.099667,0.204871,0.105383,-0.097087,0.026830,0.107504,-0.153587,0.273377,0.272015,-0.016009,-0.088861,-0.100882,0.132798,0.151361,0.459346,0.478061,0.082743,-0.002135,0.019736,-0.076677,-0.034836,-0.114616,0.079026,0.259691,0.044996,-0.255772,-0.462823,0.150523,-0.272614,-0.091141,0.147541,-0.047373,-0.057155,0.180611,-0.112543,0.244924,0.123897,-0.166756,0.116526,-0.024474,-0.073341,0.168451,-0.165375,0.066206,0.303881,-0.000009,-0.256813,0.093205,-0.314222,-0.195941,-0.383777,0.038590,-0.022816
train_Wilson_Warbler_0002,1.802577,-0.618911,-0.449895,-0.222772,-0.095761,-0.169818,0.056869,-0.352182,-0.570307,0.164925,0.234946,-0.342920,0.239372,0.171237,-0.598670,0.477277,-0.320185,0.074923,-0.115562,0.014976,0.626741,0.323068,0.078189,0.397858,-0.222822,-0.551578,0.107355,-0.136050,-0.023799,0.017578,0.121435,-0.216848,0.228321,0.080909,0.443344,0.094716,-0.226691,-0.177866,-0.391898,-0.095018,-0.179826,0.243685,-0.416932,0.288029,0.339287,0.426988,-0.294997,-0.266560,-0.403985,-0.142596,0.143378,0.363454,0.394669,0.310469,0.364557,-0.276281,0.214691,0.290593,0.088166,-0.251214,0.010593,0.297522,0.395168,0.154685,0.162286,-0.004207,0.208071,-0.214437,0.272461,-0.138388,-0.292246,0.224389,-0.024267,0.195503,-0.055864,0.119456,0.307047,0.046084,0.044841,0.160381,-0.291755,0.001544,0.028316,-0.108632,-0.047609,0.182939,0.178286,0.344643,0.146248,0.318398,-0.002114,-0.221124,-0.293942,-0.293706,0.081516,0.219747,0.320171,-0.140084,-0.133866,0.143645
train_Wilson_Warbler_0003,-0.969311,0.195105,-0.297144,-0.672125,-0.094843,-0.112025,0.126492,0.437326,0.576074,0.003378,-0.224495,-0.579231,0.370387,-0.550009,-0.361413,0.399470,-0.152436,0.157680,0.660862,0.731057,0.208526,-0.362955,0.718118,-0.844941,-0.256093,0.121314,-0.111282,0.133861,-0.058232,0.438810,0.185275,0.157617,-0.033999,-0.136114,-0.225619,-0.399119,0.633559,-0.239150,0.141729,-0.034929,-0.197024,0.299549,-0.445351,-0.509679,-0.129583,-0.131045,-0.002573,0.276004,-0.085340,-0.158932,0.172566,-0.105424,-0.150481,0.105380,0.012610,-0.450204,0.231142,-0.090802,0.032760,0.598419,0.487431,-0.017777,-0.394127,0.514588,-0.019007,0.047389,-0.043999,0.001564,-0.199383,0.220488,0.314682,0.292680,-0.096348,0.026978,-0.190894,-0.116487,0.264664,0.140559,0.136140,-0.102257,-0.183910,0.020844,0.083121,0.027883,0.288061,-0.199603,0.173237,-0.086280,0.067579,0.171441,0.001289,0.471517,0.185754,0.048559,-0.137476,0.081885,-0.070120,-0.315134,0.182376,0.002755
train_Wilson_Warbler_0004,0.639423,1.489790,-0.769503,0.424563,1.611153,0.129231,0.378639,0.950180,0.669690,0.198599,-0.003084,-0.474672,0.338478,0.369778,0.237967,0.523342,0.268195,1.190516,0.149973,0.520172,-0.570868,0.151835,0.419484,0.679958,0.038273,0.204369,-0.072640,0.361321,0.282421,0.278722,-0.887282,-0.412872,0.568128,-0.239829,-0.351529,0.534791,-0.558458,-0.365422,-0.537579,-0.033623,-0.327230,0.504025,0.394853,-0.410416,0.296233,0.127425,0.347685,0.387632,-0.018669,-0.067229,-0.674617,0.225079,-0.554145,0.578270,-0.407899,0.130378,-0.184030,0.191966,0.001709,-0.399679,-0.087665,-0.340821,-0.171914,0.746652,0.236135,-0.269224,0.255387,0.060202,-0.387171,0.227445,-0.070725,-0.072218,-0.040868,-0.138876,0.119873,-0.074521,0.056941,-0.171287,-0.190009,-0.408349,0.648597,0.165295,-0.397442,0.100914,0.192083,-0.289464,0.017529,-0.223652,-0.144306,0.028523,-0.137511,0.358777,0.233039,-0.074599,0.073696,-0.532705,-0.282285,-0.005367,0.057403,0.022242
train_Wilson_Warbler_0005,0.336368,0.975684,-0.975873,0.802427,-0.310870,1.255701,-0.198666,-0.636567,-0.163094,-0.654812,0.331738,1.289524,-1.201575,0.481558,-0.602809,-0.123847,-0.385984,-0.059398,0.081599,-0.350868,0.145074,0.250974,0.128519,-0.431168,-0.469184,0.188502,-0.017326,0.658289,-0.028977,-0.697175,-0.037824,0.272528,0.075183,0.253407,-0.141738,0.376566,0.196233,-0.353863,0.453357,-0.383200,-0.201392,0.360107,-0.450371,0.598039,0.314727,0.166721,-0.028392,0.638863,-0.626151,-0.218978,-0.373401,-0.265724,-0.112451,-0.429742,0.158951,-0.118509,0.055112,-0.033036,-0.027051,-0.214835,-0.059308,0.052743,0.446029,0.245258,-0.132287,0.155744,0.213688,0.276402,0.252582,0.416470,0.017899,-0.379449,0.295917,-0.172625,-0.188221,0.477165,0.116190,-0.165251,-0.100794,0.164803,0.213072,0.268172,0.429637,-0.103006,0.082738,0.126410,-0.064518,-0.200170,-0.248906,-0.044008,-0.076204,0.352359,-0.432934,0.068361,-0.098849,-0.483441,0.360959,0.107629,0.500668,-0.027004
train_Wilson_Warbler_0006,-2.103521,0.791680,0.439869,0.350277,0.614848,0.718259,1.103066,1.437181,-0.682084,0.038084,0.765035,-0.137052,0.165188,-0.983207,-0.240983,0.003982,-0.111472,-1.127076,-0.590391,0.669169,0.726005,0.376325,0.564202,-0.339122,-0.108976,-0.814516,-0.085993,-0.121562,0.226045,-0.149426,0.432093,0.542907,0.751102,-1.296836,-0.245073,-0.374616,-0.420092,-0.691534,0.507029,0.882091,-0.580885,-0.135456,0.251954,0.188588,-0.415941,-0.719495,-0.117606,0.357493,0.454964,-0.306799,-0.039355,0.412401,0.642807,-0.191518,-0.730544,-0.452008,-0.625859,0.177254,0.233174,0.100483,0.532612,0.582319,0.541650,0.949705,-0.198392,0.174069,-0.297171,-0.175611,-0.100514,-0.225694,-0.414263,0.192334,0.532999,0.372669,0.247145,-0.151401,0.091960,0.318826,0.557710,-0.092297,-0.147808,-0.404105,0.256792,0.144241,-0.181543,-0.369407,0.020522,0.527488,0.101359,0.217870,0.382902,-0.162949,-0.184668,0.340130,-0.136968,-0.192634,-0.142898,-0.048041,0.206233,0.210590
train_Wilson_Warbler_0007,0.730583,-1.056924,-0.220262,-0.041235,0.570671,-0.224217,0.274105,0.094076,0.077249,-0.357842,0.031760,-0.217016,-0.180069,-0.236424,-0.236014,-0.022567,0.119305,-0.072725,-0.814375,0.113253,-0.201322,0.022605,0.377448,0.111206,0.510554,0.313374,0.157813,0.007408,0.139771,0.155716,0.186933,-0.273940,-0.117039,-0.473277,-0.155004,0.391359,0.043376,-0.008109,-0.380932,-0.000478,0.262476,0.410422,0.189380,0.187563,0.270333,-0.600096,0.104269,0.234201,-0.286326,-0.212282,-0.161270,-0.344217,0.320034,-0.309878,-0.009156,0.122975,-0.079648,-0.078854,0.059367,0.078299,-0.121488,0.110373,-0.083800,-0.143823,0.260940,-0.098665,-0.140349,0.083943,0.366834,-0.236346,0.015546,0.066146,0.161787,-0.275162,0.420353,0.038152,0.012624,-0.293243,-0.249131,-0.368700,-0.228830,-0.014091,-0.118008,-0.096280,0.133944,0.108326,-0.204382,0.090010,-0.072781,-0.115777,-0.234313,-0.253293,-0.052427,0.082866,-0.090303,0.276142,-0.149415,-0.194915,0.112966,-0.476753
train_Wilson_Warbler_0008,1.621715,-0.895887,0.205423,0.098599,-0.325612,0.767743,0.039662,-0.852695,-0.333706,0.155383,0.804974,-0.041574,0.107537,-0.312771,-0.579428,-0.208470,-0.825658,0.068163,0.031556,0.188402,-0.397860,-0.264021,-0.281351,0.172145,-0.167294,0.763558,-0.453200,-0.104085,0.396576,1.071671,-0.562614,0.065799,-0.194839,0.141387,0.010294,0.389833,0.320192,-0.163576,-0.194581,0.069253,-0.014523,0.380167,0.282879,0.336323,-0.288657,-0.088763,0.116246,0.124663,0.445353,0.517679,0.008944,0.314664,0.265858,0.240952,-0.242678,0.217832,-0.341027,0.086324,0.120529,-0.065314,0.232045,0.133485,-0.156245,0.262494,0.319817,-0.403670,0.657327,-0.025110,-0.222208,0.176635,-0.175350,0.429843,0.050708,-0.121579,-0.004152,0.337315,-0.043183,-0.328707,-0.000796,-0.045668,-0.010697,0.274261,-0.369649,0.081104,0.193320,-0.076146,-0.124002,-0.034527,0.294790,-0.055234,0.134934,0.345652,0.235042,-0.224394,-0.181460,-0.119080,0.038754,0.282884,0.275392,0.025533
train_Wilson_Warbler_0009,0.921936,-1.408271,0.625904,-1.129296,-0.466729,0.509953,0.223213,0.494072,1.073493,0.275619,-0.230411,0.125790,0.491610,-0.420101,0.076730,-0.729428,-0.810378,0.331630,-0.436012,-0.945673,0.418824,-0.396917,-0.151730,0.074608,0.143506,-0.234746,0.000352,0.130837,-0.701143,0.185640,-0.095395,-0.137289,0.035748,-0.257484,0.211724,-0.446321,-0.371861,-0.643760,-0.096284,0.102364,0.432037,0.208634,0.158470,0.070271,-0.180220,-0.113128,-0.105293,0.381826,0.087381,-0.193506,0.342699,0.015979,0.425695,0.024144,-0.159455,-0.276731,-0.017848,-0.658894,-0.207670,-0.347244,-0.115017,-0.062886,0.306701,-0.489017,0.006009,0.164635,-0.095562,0.360417,-0.153029,-0.264533,0.092317,-0.313907,-0.080488,-0.174241,-0.006875,-0.320941,0.383888,0.010474,0.017893,-0.286427,0.012397,-0.160833,-0.226020,-0.386459,0.217088,-0.146838,0.122634,-0.056837,-0.035122,0.151942,-0.077968,-0.118306,0.042016,-0.032415,0.094043,0.085960,-0.237439,0.190828,0.045168,-0.339643
