image_id,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,color_8,color_9,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,color_24,color_25,color_26,color_27,color_28,color_29,color_30,color_31,color_32,color_33,color_34,color_35,color_36,color_37,color_38,color_39,color_40,color_41,color_42,color_43,color_44,color_45,color_46,color_47,color_48,color_49,color_50,color_51,color_52,color_53,color_54,color_55,color_56,color_57,color_58,color_59,color_60,color_61,color_62,color_63,color_64,color_65,color_66,color_67,color_68,color_69,color_70,color_71,color_72,color_73,color_74,color_75,color_76,color_77,color_78,color_79,color_80,color_81,color_82,color_83,color_84,color_85,color_86,color_87,color_88,color_89,color_90,color_91,color_92,color_93,color_94,color_95
train_Song_Sparrow_0018,0.000061,0.002991,0.011353,0.029358,0.060303,0.098145,0.128662,0.139648,0.130188,0.114014,0.088013,0.063416,0.047302,0.030090,0.017090,0.012817,0.008057,0.005310,0.004150,0.002747,0.002686,0.002075,0.000610,0.000549,0.000244,0.000061,0.000000,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000122,0.000977,0.002808,0.004456,0.007874,0.011902,0.014282,0.023743,0.031860,0.045654,0.063965,0.084656,0.108215,0.125793,0.132080,0.111633,0.089661,0.061829,0.038147,0.020935,0.011292,0.005066,0.002136,0.000305,0.000488,0.000061,0.000061,0.000000,0.000000,0.000000,0.000000,0.001038,0.007751,0.022583,0.044861,0.068176,0.090637,0.106323,0.109802,0.106140,0.099365,0.090210,0.075439,0.054749,0.041992,0.029297,0.018433,0.011597,0.008423,0.004639,0.003418,0.001831,0.001465,0.000671,0.000183,0.000488,0.000183,0.000183,0.000061,0.000000,0.000061,0.000000,0.000000
train_Song_Sparrow_0019,0.000061,0.000000,0.000183,0.000977,0.001465,0.003174,0.006104,0.008057,0.008789,0.009277,0.010437,0.013977,0.018372,0.021545,0.020691,0.022095,0.024597,0.026855,0.026855,0.026367,0.034363,0.039429,0.092346,0.087891,0.110535,0.106140,0.065308,0.071472,0.046021,0.071899,0.021851,0.002869,0.000122,0.000366,0.002075,0.005188,0.008240,0.010681,0.011169,0.013794,0.016174,0.019226,0.022278,0.027832,0.025696,0.030273,0.028259,0.029785,0.032837,0.043030,0.094421,0.070618,0.068115,0.070862,0.085754,0.070312,0.064758,0.096802,0.043884,0.003357,0.002197,0.001099,0.000732,0.000061,0.004700,0.014587,0.013733,0.019226,0.023315,0.025879,0.030090,0.036987,0.039368,0.036865,0.039124,0.045776,0.098877,0.090088,0.071228,0.075317,0.059387,0.041931,0.038513,0.048462,0.037903,0.038818,0.042969,0.014221,0.003784,0.002808,0.002380,0.001892,0.001099,0.000549,0.000122,0.000000
train_Song_Sparrow_0020,0.000122,0.000244,0.000488,0.001099,0.002441,0.003906,0.004822,0.005859,0.007629,0.009277,0.010437,0.010498,0.013123,0.012329,0.012390,0.017395,0.014709,0.013733,0.015869,0.015930,0.056641,0.071899,0.085632,0.108643,0.121826,0.171448,0.159546,0.015198,0.010986,0.008423,0.009827,0.007629,0.000244,0.001038,0.002075,0.002258,0.003967,0.004822,0.006165,0.008362,0.009827,0.010986,0.012329,0.013916,0.015869,0.014771,0.016541,0.017944,0.022766,0.029785,0.061584,0.086304,0.087097,0.122803,0.073364,0.085815,0.105164,0.102844,0.059021,0.008728,0.007202,0.003662,0.002075,0.000671,0.004089,0.007019,0.011108,0.013123,0.016113,0.017578,0.018250,0.017212,0.020447,0.021301,0.028076,0.036316,0.050476,0.050476,0.048950,0.063660,0.066040,0.076111,0.045837,0.052612,0.049377,0.054260,0.052490,0.047974,0.057556,0.045532,0.022339,0.004883,0.000671,0.000122,0.000000,0.000000
train_Song_Sparrow_0021,0.000061,0.001831,0.005920,0.016235,0.026917,0.038086,0.054688,0.070984,0.073242,0.076904,0.083618,0.069336,0.053284,0.032288,0.030212,0.034546,0.034424,0.029785,0.027222,0.030945,0.028381,0.027588,0.028076,0.026489,0.023071,0.019470,0.019165,0.013184,0.012146,0.008667,0.002991,0.000244,0.000305,0.002747,0.007202,0.016785,0.039062,0.063721,0.070068,0.073792,0.069763,0.075562,0.075745,0.063232,0.039246,0.032043,0.034607,0.033630,0.031860,0.027954,0.029541,0.030884,0.027649,0.026428,0.029968,0.024414,0.020996,0.018250,0.013611,0.009644,0.006714,0.003601,0.000916,0.000061,0.000793,0.004150,0.014221,0.033569,0.057800,0.066711,0.072815,0.070251,0.073120,0.081421,0.064087,0.056458,0.038757,0.037476,0.034363,0.032227,0.029968,0.032715,0.029419,0.027832,0.027527,0.024109,0.024109,0.020447,0.016174,0.010620,0.008606,0.004639,0.003479,0.001648,0.000366,0.000122
train_Song_Sparrow_0022,0.000000,0.000122,0.000000,0.000732,0.001831,0.002502,0.003601,0.004089,0.005859,0.007324,0.009155,0.012146,0.012146,0.012878,0.014954,0.020081,0.030945,0.031250,0.028931,0.033875,0.040039,0.064941,0.134094,0.179199,0.110413,0.145325,0.092957,0.000610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000122,0.000610,0.002136,0.003052,0.004517,0.004822,0.007507,0.010132,0.010010,0.011292,0.010864,0.016724,0.020264,0.024048,0.025024,0.028381,0.036438,0.045898,0.052246,0.093140,0.148743,0.132324,0.090881,0.112061,0.107361,0.001343,0.000061,0.000000,0.000000,0.000000,0.000000,0.000122,0.000305,0.000977,0.002441,0.004700,0.005676,0.006104,0.010681,0.012268,0.016602,0.023010,0.026123,0.025330,0.024109,0.029114,0.029053,0.033142,0.040710,0.075256,0.100220,0.133972,0.102905,0.070007,0.094299,0.124878,0.007202,0.000732,0.000000,0.000061,0.000000,0.000000,0.000000
train_Song_Sparrow_0023,0.003723,0.018005,0.014771,0.009277,0.006897,0.006226,0.005188,0.004578,0.005066,0.006042,0.007751,0.007812,0.009827,0.009888,0.011780,0.012756,0.014465,0.014038,0.018738,0.045715,0.111450,0.185242,0.182373,0.082214,0.060181,0.040100,0.051697,0.039856,0.014221,0.000122,0.000000,0.000000,0.005920,0.022827,0.015930,0.009705,0.008484,0.007080,0.008118,0.007446,0.011047,0.012878,0.012695,0.014160,0.015991,0.017395,0.026733,0.074402,0.153870,0.138550,0.077026,0.056885,0.069031,0.070068,0.072388,0.051270,0.032532,0.007324,0.000244,0.000000,0.000000,0.000000,0.000000,0.000000,0.017700,0.031738,0.019409,0.014160,0.013611,0.014465,0.014282,0.017700,0.019226,0.041199,0.128845,0.164856,0.113770,0.037659,0.036194,0.041870,0.055725,0.061829,0.053162,0.055176,0.027466,0.009277,0.005371,0.003296,0.001648,0.000366,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_Song_Sparrow_0024,0.001221,0.001648,0.003357,0.003723,0.003784,0.005127,0.006409,0.006836,0.006287,0.006897,0.008301,0.010254,0.011658,0.016357,0.018494,0.026550,0.032593,0.042114,0.059143,0.054749,0.058472,0.074768,0.086792,0.097290,0.125793,0.123352,0.049316,0.022339,0.014221,0.007507,0.005127,0.009521,0.002197,0.003174,0.006470,0.006836,0.007141,0.009644,0.010803,0.011963,0.014160,0.018066,0.020691,0.023804,0.028931,0.038147,0.044250,0.054077,0.050903,0.060608,0.074463,0.099915,0.133179,0.116943,0.077576,0.036072,0.019714,0.010620,0.005920,0.006531,0.006714,0.000427,0.000061,0.000000,0.003479,0.005493,0.007446,0.010315,0.015991,0.021912,0.030151,0.034973,0.038940,0.047485,0.046814,0.047424,0.051514,0.065491,0.089172,0.119019,0.126099,0.084839,0.054077,0.038879,0.020691,0.012634,0.010132,0.010681,0.004150,0.001160,0.000732,0.000244,0.000061,0.000000,0.000000,0.000000
train_Song_Sparrow_0025,0.000000,0.000000,0.000122,0.000366,0.002686,0.053040,0.173584,0.255493,0.215271,0.029480,0.005005,0.004761,0.005005,0.005615,0.005188,0.007019,0.007874,0.009888,0.019165,0.018188,0.014587,0.013000,0.014404,0.028687,0.037476,0.026428,0.019348,0.009888,0.004639,0.004333,0.002502,0.006958,0.000000,0.000000,0.000000,0.000488,0.002869,0.004211,0.012085,0.009521,0.016785,0.371216,0.311096,0.019287,0.007690,0.008911,0.008911,0.008789,0.012451,0.018250,0.019714,0.014404,0.012634,0.014038,0.036865,0.036987,0.021484,0.010925,0.004822,0.003052,0.002808,0.002930,0.001770,0.005005,0.000061,0.000061,0.000488,0.003052,0.005249,0.005005,0.012817,0.018311,0.033936,0.204163,0.297180,0.194519,0.013428,0.014832,0.016418,0.016846,0.015686,0.011047,0.010681,0.018005,0.042664,0.031677,0.015564,0.004517,0.002258,0.002319,0.001953,0.001648,0.001648,0.001953,0.000671,0.001343
train_Song_Sparrow_0026,0.000000,0.005371,0.100830,0.138000,0.069214,0.028259,0.026733,0.024109,0.025818,0.031555,0.047180,0.059326,0.054626,0.045959,0.034973,0.014648,0.011597,0.010071,0.009766,0.011475,0.015320,0.025574,0.036011,0.042725,0.029907,0.018494,0.013062,0.012634,0.009521,0.007446,0.012268,0.027527,0.000000,0.000000,0.000549,0.018616,0.049988,0.090820,0.130188,0.057434,0.045166,0.038574,0.039124,0.035339,0.037964,0.036377,0.038147,0.036743,0.039429,0.031006,0.024292,0.029175,0.027954,0.042603,0.042603,0.037109,0.014832,0.011902,0.009399,0.006226,0.005493,0.005188,0.006775,0.010986,0.001038,0.008850,0.061646,0.102844,0.095398,0.063660,0.038757,0.038147,0.029785,0.030884,0.030151,0.029724,0.022949,0.022217,0.024841,0.025757,0.028503,0.029968,0.034485,0.043945,0.055725,0.056335,0.048584,0.033569,0.017883,0.007996,0.004822,0.004822,0.001709,0.001770,0.001831,0.001404
train_Song_Sparrow_0027,0.000427,0.014893,0.006653,0.007996,0.005981,0.005920,0.006958,0.007507,0.011658,0.019348,0.080139,0.114197,0.180664,0.145508,0.130371,0.056824,0.030762,0.021790,0.021423,0.018433,0.015198,0.014832,0.013794,0.012268,0.011169,0.009705,0.010254,0.009216,0.007751,0.004944,0.002258,0.001160,0.000366,0.009338,0.010437,0.008423,0.005066,0.006592,0.005432,0.005615,0.006653,0.010132,0.053589,0.078186,0.077148,0.103027,0.147827,0.151245,0.078125,0.042542,0.028870,0.027100,0.022522,0.020874,0.018188,0.014587,0.014526,0.012756,0.010986,0.010925,0.007446,0.006470,0.003662,0.001343,0.011414,0.021484,0.014771,0.018127,0.020508,0.034241,0.173401,0.198059,0.189026,0.120544,0.029968,0.020935,0.016418,0.013855,0.012878,0.010986,0.008911,0.008606,0.009155,0.006470,0.006409,0.007324,0.006836,0.006226,0.007446,0.007812,0.006104,0.005310,0.003418,0.002197,0.000671,0.000488
train_Song_Sparrow_0028,0.000122,0.001526,0.003784,0.006104,0.008118,0.013611,0.019470,0.032654,0.110596,0.192017,0.172668,0.111633,0.092285,0.076538,0.052734,0.032532,0.020569,0.013306,0.009827,0.006470,0.006653,0.003906,0.003540,0.001892,0.001587,0.001099,0.000916,0.001221,0.001099,0.000488,0.000488,0.000549,0.000061,0.000305,0.002075,0.003845,0.005737,0.008362,0.014343,0.020142,0.095947,0.178223,0.194580,0.143738,0.106506,0.075806,0.048096,0.031189,0.021912,0.012634,0.009766,0.007385,0.005615,0.003235,0.002197,0.001953,0.001648,0.001160,0.000671,0.000916,0.001038,0.000427,0.000183,0.000305,0.000732,0.005127,0.009827,0.012207,0.019043,0.024963,0.076111,0.197876,0.198792,0.148193,0.101501,0.074463,0.047791,0.021606,0.017456,0.009460,0.008850,0.006531,0.005066,0.003357,0.002502,0.002197,0.001892,0.001160,0.000977,0.001343,0.000244,0.000366,0.000122,0.000061,0.000061,0.000122
train_Song_Sparrow_0029,0.001282,0.010681,0.006714,0.009583,0.015442,0.016479,0.016296,0.018250,0.018188,0.019531,0.023865,0.025757,0.025574,0.030029,0.034241,0.045959,0.047913,0.067566,0.134094,0.149536,0.119812,0.082581,0.036743,0.013306,0.011719,0.008362,0.005371,0.003052,0.001404,0.000610,0.000000,0.000061,0.001709,0.012634,0.008240,0.012085,0.017212,0.017212,0.018005,0.019714,0.020630,0.023132,0.028076,0.029053,0.028992,0.030090,0.040894,0.043152,0.046082,0.049377,0.039673,0.052673,0.080933,0.107361,0.095276,0.067505,0.067261,0.027039,0.012634,0.002258,0.000732,0.000305,0.000061,0.000000,0.005493,0.016357,0.017334,0.018616,0.018372,0.020935,0.021118,0.027344,0.028625,0.031189,0.031250,0.035400,0.039673,0.029236,0.029846,0.031067,0.033264,0.032532,0.025269,0.025696,0.033081,0.030762,0.027649,0.040466,0.060303,0.071655,0.068420,0.052551,0.040039,0.028198,0.018494,0.009766
train_Song_Sparrow_0030,0.000000,0.000000,0.000000,0.000000,0.000122,0.000366,0.000183,0.000916,0.001099,0.002014,0.004272,0.007324,0.050659,0.157959,0.105530,0.050476,0.041321,0.034729,0.032654,0.048950,0.051270,0.051270,0.061707,0.049500,0.061523,0.050476,0.041504,0.027100,0.027710,0.020264,0.013794,0.005310,0.000000,0.000000,0.000000,0.000122,0.000427,0.001038,0.002197,0.005432,0.008301,0.011658,0.012573,0.013306,0.128845,0.180969,0.059326,0.040466,0.037231,0.052551,0.057739,0.069336,0.037964,0.053406,0.044067,0.040649,0.038879,0.030823,0.023926,0.022339,0.013489,0.008362,0.003052,0.001526,0.000000,0.000122,0.001038,0.004089,0.007629,0.010864,0.015198,0.014465,0.011902,0.013550,0.012512,0.030762,0.282166,0.082764,0.051208,0.069763,0.071045,0.035461,0.051575,0.039429,0.027710,0.035645,0.033997,0.027100,0.019165,0.019226,0.014221,0.009644,0.004639,0.001892,0.001099,0.000122
train_Song_Sparrow_0031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000183,0.000305,0.000122,0.000793,0.001465,0.003174,0.006287,0.014160,0.017578,0.020630,0.025940,0.028687,0.037537,0.042358,0.039673,0.036011,0.029907,0.028137,0.031250,0.033508,0.034973,0.032776,0.040344,0.115906,0.378296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000427,0.000854,0.002563,0.004944,0.008118,0.013733,0.019043,0.020996,0.021729,0.025818,0.027405,0.033325,0.035706,0.036194,0.035889,0.030884,0.026306,0.024597,0.023926,0.024963,0.034302,0.045105,0.050964,0.178223,0.160706,0.113220,0.000000,0.000000,0.000000,0.000000,0.000427,0.002441,0.004883,0.014954,0.018860,0.018494,0.019226,0.022400,0.025940,0.029114,0.033630,0.036987,0.041443,0.044189,0.041138,0.036682,0.029236,0.027954,0.035400,0.055298,0.065613,0.085693,0.088501,0.060120,0.051086,0.040466,0.031860,0.037964
train_Song_Sparrow_0032,0.000366,0.001465,0.004395,0.007141,0.010132,0.012329,0.013550,0.017639,0.020874,0.028442,0.029541,0.035522,0.039001,0.046814,0.059021,0.072327,0.060730,0.060730,0.046021,0.032227,0.028503,0.027100,0.030029,0.032654,0.044739,0.125793,0.082214,0.012939,0.003662,0.003418,0.006897,0.003784,0.000916,0.003357,0.007263,0.011902,0.012878,0.016418,0.020325,0.021545,0.031433,0.044495,0.038940,0.031860,0.032288,0.031372,0.036743,0.034607,0.024719,0.024109,0.023254,0.027893,0.025391,0.023682,0.027222,0.030334,0.043030,0.081421,0.145386,0.105713,0.034485,0.005432,0.001465,0.000122,0.062500,0.047668,0.047913,0.042786,0.044434,0.055725,0.033081,0.034180,0.036011,0.031738,0.028809,0.027893,0.023560,0.020630,0.018250,0.017029,0.017761,0.015076,0.014709,0.015625,0.016724,0.017334,0.019470,0.020874,0.028137,0.028687,0.051819,0.089172,0.066589,0.012634,0.005249,0.007935
train_Song_Sparrow_0033,0.000122,0.001526,0.003357,0.007324,0.013489,0.025635,0.021545,0.020081,0.024536,0.028809,0.029541,0.036804,0.060181,0.032288,0.025208,0.020142,0.023193,0.032715,0.042114,0.071106,0.102234,0.083862,0.049011,0.047058,0.038635,0.032227,0.034729,0.018066,0.011536,0.010071,0.017273,0.035583,0.011414,0.118347,0.045471,0.023254,0.029785,0.030701,0.027100,0.026550,0.027649,0.024658,0.024353,0.026855,0.020020,0.021423,0.022217,0.020142,0.020203,0.023315,0.038330,0.056580,0.104492,0.094055,0.049927,0.035522,0.025635,0.026794,0.016663,0.004578,0.001526,0.001526,0.000732,0.000183,0.121948,0.161682,0.046204,0.034119,0.027649,0.026123,0.023682,0.020081,0.022644,0.017212,0.018066,0.015076,0.018677,0.015747,0.022644,0.043579,0.080872,0.102722,0.053772,0.038147,0.019592,0.021973,0.016968,0.010010,0.007996,0.003601,0.002563,0.002747,0.002258,0.000977,0.000488,0.000183
train_Song_Sparrow_0034,0.007385,0.009338,0.010498,0.007935,0.014038,0.010315,0.011597,0.011719,0.014832,0.022827,0.027222,0.036072,0.041931,0.044250,0.051208,0.050598,0.065613,0.070435,0.068848,0.075439,0.072021,0.070557,0.050049,0.033569,0.023804,0.016785,0.015198,0.020752,0.014648,0.004883,0.002625,0.023010,0.013977,0.015015,0.010254,0.015503,0.016418,0.010071,0.011719,0.020569,0.028625,0.041382,0.045227,0.052368,0.058533,0.076843,0.072998,0.078125,0.076233,0.073547,0.068359,0.051697,0.028992,0.022644,0.016907,0.013977,0.014465,0.015808,0.012573,0.006470,0.003052,0.003235,0.002136,0.022278,0.020813,0.020264,0.018127,0.022888,0.021118,0.022644,0.023682,0.033081,0.052063,0.073486,0.075867,0.080200,0.081055,0.081970,0.082275,0.068787,0.045471,0.024170,0.020447,0.014099,0.011230,0.011230,0.009949,0.011902,0.013123,0.011658,0.008118,0.008057,0.002380,0.002197,0.004883,0.022766
train_Song_Sparrow_0035,0.000977,0.001770,0.003235,0.005249,0.005249,0.006714,0.009644,0.011169,0.014954,0.021912,0.030151,0.040710,0.041626,0.036499,0.026855,0.025391,0.028809,0.036621,0.045715,0.052185,0.052612,0.052368,0.050842,0.043457,0.041626,0.039185,0.036072,0.034790,0.033813,0.035278,0.044373,0.090149,0.002258,0.003418,0.004150,0.005371,0.006409,0.009827,0.010925,0.012634,0.015564,0.012756,0.017090,0.021179,0.029541,0.036865,0.037109,0.039673,0.035706,0.031799,0.037659,0.050293,0.063782,0.064453,0.061890,0.058167,0.052063,0.045715,0.041748,0.034607,0.032654,0.031067,0.029602,0.064026,0.003540,0.005310,0.006287,0.009155,0.010193,0.013000,0.013611,0.014099,0.016602,0.015442,0.018799,0.022217,0.031067,0.035645,0.037537,0.037048,0.035950,0.039612,0.042358,0.053284,0.065674,0.073181,0.071838,0.061401,0.052429,0.038940,0.033691,0.024719,0.023499,0.021912,0.022034,0.049927
train_Song_Sparrow_0036,0.008179,0.007080,0.006042,0.003662,0.004578,0.005676,0.005798,0.005615,0.007874,0.009399,0.011902,0.009644,0.012573,0.015686,0.017029,0.035950,0.041138,0.075928,0.062744,0.100220,0.144165,0.181213,0.154541,0.044739,0.014038,0.005676,0.003601,0.002380,0.001099,0.001221,0.000610,0.000000,0.006958,0.009033,0.009033,0.007690,0.006836,0.008057,0.009399,0.011536,0.012085,0.013306,0.011719,0.013123,0.033142,0.044739,0.066956,0.108887,0.163696,0.184326,0.220337,0.025208,0.007080,0.007019,0.004211,0.004150,0.002380,0.003052,0.002563,0.001099,0.000854,0.000793,0.000610,0.000122,0.021118,0.020630,0.014709,0.015686,0.018494,0.016052,0.013611,0.030212,0.034485,0.045471,0.074646,0.162659,0.191345,0.236206,0.054321,0.009155,0.006775,0.005981,0.005493,0.004517,0.003723,0.002808,0.002991,0.001892,0.001831,0.001892,0.000793,0.001038,0.000183,0.000732,0.000488,0.000061
train_Song_Sparrow_0037,0.001343,0.004944,0.008606,0.010864,0.007446,0.007751,0.011108,0.014893,0.036926,0.084778,0.110718,0.098511,0.146118,0.152344,0.061279,0.035950,0.027954,0.021240,0.019958,0.020874,0.019348,0.018677,0.017883,0.017334,0.015320,0.012817,0.008850,0.003601,0.001221,0.000732,0.000549,0.000061,0.001587,0.004333,0.007935,0.010986,0.009338,0.008179,0.009277,0.011230,0.011353,0.011536,0.010925,0.012024,0.012085,0.013977,0.022400,0.037170,0.078308,0.179443,0.176147,0.185547,0.060730,0.027710,0.019653,0.018433,0.018005,0.015198,0.013184,0.007690,0.002930,0.001465,0.001038,0.000183,0.006714,0.041687,0.104309,0.164734,0.102539,0.164917,0.090210,0.046082,0.021729,0.023926,0.021362,0.015564,0.015015,0.014038,0.015503,0.013489,0.011414,0.011719,0.012695,0.013672,0.011719,0.014221,0.011780,0.011108,0.012085,0.009338,0.007874,0.005310,0.002930,0.001099,0.000916,0.000305
train_Song_Sparrow_0038,0.000000,0.000305,0.002563,0.005737,0.008606,0.008850,0.012085,0.017517,0.036865,0.060486,0.073181,0.064392,0.090210,0.100342,0.128052,0.155701,0.081299,0.041382,0.032776,0.026245,0.018127,0.013733,0.007996,0.003906,0.002991,0.001892,0.001770,0.000854,0.001038,0.000732,0.000244,0.000122,0.000000,0.000244,0.002869,0.007141,0.009277,0.014038,0.017029,0.024109,0.027893,0.030457,0.033508,0.066772,0.080811,0.098083,0.155090,0.191040,0.089600,0.044800,0.030396,0.025330,0.018982,0.012085,0.007080,0.004150,0.002930,0.001953,0.001892,0.000610,0.001160,0.000610,0.000061,0.000000,0.000061,0.001160,0.004761,0.008423,0.010132,0.016235,0.022583,0.027161,0.027405,0.025208,0.027466,0.026550,0.024231,0.029968,0.074280,0.319031,0.186035,0.063049,0.033813,0.020020,0.015015,0.013489,0.009033,0.005310,0.003784,0.002197,0.001343,0.000671,0.001099,0.000305,0.000183,0.000000
train_Song_Sparrow_0039,0.003479,0.005676,0.004517,0.005859,0.007446,0.009644,0.015808,0.020996,0.022156,0.025452,0.033020,0.039795,0.045532,0.052063,0.061951,0.067444,0.070007,0.080261,0.078430,0.057861,0.047363,0.043579,0.038330,0.027466,0.024292,0.023071,0.019714,0.016052,0.011658,0.013000,0.014648,0.013428,0.004761,0.006287,0.007080,0.009338,0.012329,0.015869,0.018250,0.024414,0.030701,0.040588,0.047424,0.057556,0.058655,0.051636,0.050903,0.055420,0.068237,0.068787,0.056702,0.041809,0.035034,0.036072,0.032227,0.024414,0.025818,0.023010,0.020447,0.018616,0.016052,0.014526,0.014282,0.012756,0.002014,0.006653,0.009827,0.011047,0.016113,0.023376,0.037903,0.043518,0.049438,0.056091,0.052429,0.052002,0.057922,0.059021,0.057495,0.065674,0.058777,0.049011,0.038513,0.036987,0.031006,0.023621,0.020813,0.020813,0.020020,0.022278,0.018005,0.013489,0.015137,0.013550,0.011597,0.005859
train_Song_Sparrow_0040,0.001099,0.003174,0.003052,0.004761,0.005554,0.004639,0.005920,0.006897,0.006897,0.010254,0.011292,0.015259,0.016785,0.018982,0.022583,0.031860,0.032837,0.041504,0.056091,0.069397,0.094116,0.131958,0.154358,0.147522,0.069275,0.025940,0.006653,0.001099,0.000244,0.000000,0.000000,0.000000,0.002563,0.004456,0.005859,0.006348,0.007202,0.009521,0.012329,0.014038,0.013611,0.013794,0.014587,0.012512,0.012695,0.014709,0.019775,0.027039,0.041382,0.048401,0.079956,0.101135,0.150330,0.179504,0.135559,0.058594,0.012512,0.001526,0.000000,0.000061,0.000000,0.000000,0.000000,0.000000,0.008728,0.008728,0.011353,0.015137,0.015625,0.014221,0.012329,0.011475,0.010803,0.010498,0.007751,0.010071,0.012939,0.014648,0.018066,0.028137,0.039734,0.066833,0.102661,0.131042,0.185608,0.182739,0.063660,0.015869,0.001221,0.000122,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
train_Song_Sparrow_0041,0.000000,0.000000,0.000000,0.000000,0.000183,0.001099,0.001343,0.002747,0.003479,0.006226,0.010498,0.014526,0.022583,0.030029,0.043518,0.058289,0.074097,0.078247,0.087646,0.088562,0.080627,0.077881,0.059692,0.048401,0.036133,0.022766,0.021545,0.008911,0.003540,0.001831,0.007812,0.107788,0.000000,0.000000,0.000061,0.000610,0.000732,0.001831,0.002808,0.004272,0.005493,0.006287,0.011169,0.013245,0.019165,0.023621,0.031921,0.041626,0.060608,0.063171,0.075073,0.079163,0.086548,0.081604,0.075317,0.065125,0.049683,0.033020,0.030884,0.012878,0.005127,0.003296,0.008179,0.107483,0.000061,0.000000,0.000244,0.001465,0.003174,0.005737,0.007141,0.008362,0.011108,0.012390,0.016724,0.020996,0.027466,0.032471,0.039978,0.049988,0.065369,0.061096,0.071777,0.069092,0.072815,0.069275,0.066711,0.056702,0.039490,0.030762,0.025635,0.011475,0.005188,0.002747,0.007690,0.106873
train_Wilson_Warbler_0000,0.000305,0.002441,0.007568,0.012939,0.019653,0.022339,0.028992,0.037537,0.046143,0.056091,0.056946,0.059631,0.057983,0.053406,0.047546,0.048157,0.041443,0.033691,0.030334,0.029846,0.053223,0.049561,0.036255,0.037598,0.017212,0.015259,0.015015,0.014221,0.013977,0.012207,0.015686,0.026794,0.000793,0.005798,0.011902,0.017456,0.025757,0.032288,0.042236,0.051758,0.061340,0.060181,0.063599,0.057861,0.054138,0.050110,0.047546,0.035706,0.028625,0.024353,0.023499,0.020569,0.028198,0.051575,0.032288,0.037048,0.023193,0.013855,0.013733,0.012939,0.012878,0.011902,0.013428,0.033447,0.063599,0.035828,0.029419,0.038818,0.041443,0.045593,0.048767,0.049988,0.046448,0.046692,0.046021,0.044067,0.037354,0.032227,0.027527,0.018616,0.019043,0.016968,0.015198,0.029480,0.041687,0.026978,0.019836,0.024597,0.027466,0.013916,0.011658,0.012329,0.012817,0.012756,0.013611,0.049255
train_Wilson_Warbler_0001,0.000061,0.000000,0.000000,0.000000,0.000305,0.000977,0.001160,0.002075,0.002930,0.006409,0.013672,0.023254,0.048035,0.070435,0.085632,0.083496,0.095093,0.096069,0.092102,0.074707,0.060791,0.054077,0.044250,0.041565,0.034485,0.024536,0.015137,0.010742,0.007141,0.004150,0.003601,0.003113,0.000061,0.000000,0.000000,0.000061,0.000244,0.001587,0.001953,0.002197,0.002258,0.005798,0.008606,0.012573,0.021484,0.036804,0.048340,0.052795,0.067566,0.084839,0.082703,0.091919,0.093384,0.077026,0.062073,0.063110,0.050537,0.044739,0.033813,0.019897,0.012207,0.009338,0.006348,0.005737,0.004578,0.007812,0.011902,0.029114,0.054504,0.065735,0.086304,0.098206,0.098999,0.084778,0.083435,0.076355,0.062988,0.051025,0.044800,0.036804,0.027283,0.021301,0.015747,0.011230,0.008118,0.005310,0.003845,0.002502,0.001770,0.001404,0.001465,0.001099,0.000610,0.000488,0.000305,0.000183
train_Wilson_Warbler_0002,0.001892,0.003235,0.008240,0.013000,0.023743,0.035400,0.043091,0.049683,0.058289,0.068237,0.085144,0.102295,0.103516,0.090271,0.079041,0.063110,0.040161,0.032043,0.026245,0.017822,0.011902,0.009338,0.007874,0.005493,0.004333,0.004211,0.002747,0.002563,0.001709,0.002197,0.001282,0.001892,0.002014,0.001831,0.004822,0.004883,0.006958,0.009277,0.010254,0.013428,0.014526,0.019348,0.026917,0.033142,0.041626,0.062439,0.083374,0.088501,0.100159,0.096313,0.093506,0.087158,0.071838,0.051025,0.027344,0.018494,0.010376,0.005554,0.003845,0.003662,0.003113,0.001648,0.001099,0.001526,0.021179,0.030151,0.037537,0.037109,0.044250,0.048157,0.051575,0.061951,0.073425,0.070984,0.072449,0.073486,0.068298,0.066895,0.057495,0.037842,0.030396,0.025452,0.023315,0.019287,0.012634,0.008667,0.006592,0.004883,0.003174,0.003357,0.002258,0.001465,0.002075,0.001221,0.001587,0.000854
